trace_name,trace_channel,trace_sampling_rate_hz,trace_component_order,trace_start_time,station_code,station_network_code,station_latitude_deg,station_longitude_deg,station_elevation_m,split,trace_chunk,trace_npts,trace_name_original
"bucket2$798,:3,:6000",HH,100.0,ENZ,2017-06-13T00:04:07.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_24758_NO
"bucket2$799,:3,:6000",HH,100.0,ENZ,2017-06-13T00:05:18.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_31826_NO
"bucket2$800,:3,:6000",HH,100.0,ENZ,2017-06-13T00:07:39.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_45976_NO
"bucket2$801,:3,:6000",HH,100.0,ENZ,2017-06-13T00:10:10.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_61092_NO
"bucket2$802,:3,:6000",HH,100.0,ENZ,2017-06-13T00:10:36.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_63622_NO
"bucket2$803,:3,:6000",HH,100.0,ENZ,2017-06-13T00:12:43.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_76340_NO
"bucket2$804,:3,:6000",HH,100.0,ENZ,2017-06-13T00:01:31.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170613_9127_NO
"bucket2$805,:3,:6000",HH,100.0,ENZ,2017-06-14T00:03:28.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_20830_NO
"bucket2$806,:3,:6000",HH,100.0,ENZ,2017-06-14T00:05:44.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_34475_NO
"bucket2$807,:3,:6000",HH,100.0,ENZ,2017-06-14T00:06:31.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_39136_NO
"bucket2$808,:3,:6000",HH,100.0,ENZ,2017-06-14T00:08:22.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_50209_NO
"bucket2$809,:3,:6000",HH,100.0,ENZ,2017-06-14T00:13:10.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_79009_NO
"bucket9$396,:3,:6000",HH,100.0,ENZ,2017-06-14T00:13:10.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_79063_NO
"bucket9$397,:3,:6000",HH,100.0,ENZ,2017-06-14T00:13:55.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170614_83506_NO
"bucket2$810,:3,:6000",HH,100.0,ENZ,2017-06-15T00:05:38.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_33801_NO
"bucket2$811,:3,:6000",HH,100.0,ENZ,2017-06-15T00:06:47.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_40715_NO
"bucket9$398,:3,:6000",HH,100.0,ENZ,2017-06-15T00:07:04.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_42446_NO
"bucket3$769,:3,:6000",HH,100.0,ENZ,2017-06-15T00:08:00.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_48048_NO
"bucket2$812,:3,:6000",HH,100.0,ENZ,2017-06-15T00:12:16.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_73604_NO
"bucket2$813,:3,:6000",HH,100.0,ENZ,2017-06-15T00:13:11.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_79164_NO
"bucket2$814,:3,:6000",HH,100.0,ENZ,2017-06-15T00:13:31.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170615_81159_NO
"bucket9$399,:3,:6000",HH,100.0,ENZ,2017-06-16T00:03:35.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_21551_NO
"bucket3$770,:3,:6000",HH,100.0,ENZ,2017-06-16T00:05:41.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_34141_NO
"bucket2$815,:3,:6000",HH,100.0,ENZ,2017-06-16T00:05:49.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_34993_NO
"bucket2$816,:3,:6000",HH,100.0,ENZ,2017-06-16T00:06:20.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_38099_NO
"bucket2$817,:3,:6000",HH,100.0,ENZ,2017-06-16T00:10:33.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_63319_NO
"bucket9$400,:3,:6000",HH,100.0,ENZ,2017-06-16T00:13:20.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_80012_NO
"bucket2$818,:3,:6000",HH,100.0,ENZ,2017-06-16T00:00:08.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170616_899_NO
"bucket3$771,:3,:6000",HH,100.0,ENZ,2017-06-17T00:05:31.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_33120_NO
"bucket3$772,:3,:6000",HH,100.0,ENZ,2017-06-17T00:08:52.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_53242_NO
"bucket2$819,:3,:6000",HH,100.0,ENZ,2017-06-17T00:13:12.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_79239_NO
"bucket9$401,:3,:6000",HH,100.0,ENZ,2017-06-17T00:13:15.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_79518_NO
"bucket2$820,:3,:6000",HH,100.0,ENZ,2017-06-17T00:13:33.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_81399_NO
"bucket2$821,:3,:6000",HH,100.0,ENZ,2017-06-17T00:13:41.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_82137_NO
"bucket2$822,:3,:6000",HH,100.0,ENZ,2017-06-17T00:13:45.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170617_82581_NO
"bucket2$823,:3,:6000",HH,100.0,ENZ,2017-06-18T00:01:44.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_10408_NO
"bucket2$824,:3,:6000",HH,100.0,ENZ,2017-06-18T00:04:40.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_28073_NO
"bucket3$773,:3,:6000",HH,100.0,ENZ,2017-06-18T00:04:42.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_28294_NO
"bucket2$825,:3,:6000",HH,100.0,ENZ,2017-06-18T00:06:46.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_40600_NO
"bucket2$826,:3,:6000",HH,100.0,ENZ,2017-06-18T00:08:09.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_48978_NO
"bucket9$402,:3,:6000",HH,100.0,ENZ,2017-06-18T00:09:26.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_56653_NO
"bucket2$827,:3,:6000",HH,100.0,ENZ,2017-06-18T00:13:07.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170618_78776_NO
"bucket2$828,:3,:6000",HH,100.0,ENZ,2017-06-19T00:04:07.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_24782_NO
"bucket2$829,:3,:6000",HH,100.0,ENZ,2017-06-19T00:04:12.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_25201_NO
"bucket3$774,:3,:6000",HH,100.0,ENZ,2017-06-19T00:05:34.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_33451_NO
"bucket9$403,:3,:6000",HH,100.0,ENZ,2017-06-19T00:06:47.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_40751_NO
"bucket3$775,:3,:6000",HH,100.0,ENZ,2017-06-19T00:07:21.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_44127_NO
"bucket2$830,:3,:6000",HH,100.0,ENZ,2017-06-19T00:09:23.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_56313_NO
"bucket2$831,:3,:6000",HH,100.0,ENZ,2017-06-19T00:13:29.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170619_80998_NO
"bucket9$404,:3,:6000",HH,100.0,ENZ,2017-06-01T00:05:36.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_33623_NO
"bucket2$832,:3,:6000",HH,100.0,ENZ,2017-06-01T00:05:43.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_34365_NO
"bucket2$833,:3,:6000",HH,100.0,ENZ,2017-06-01T00:05:54.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_35498_NO
"bucket3$776,:3,:6000",HH,100.0,ENZ,2017-06-01T00:10:59.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_65923_NO
"bucket2$834,:3,:6000",HH,100.0,ENZ,2017-06-01T00:11:09.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_66971_NO
"bucket2$835,:3,:6000",HH,100.0,ENZ,2017-06-01T00:12:31.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_75131_NO
"bucket2$836,:3,:6000",HH,100.0,ENZ,2017-06-01T00:14:07.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170601_84746_NO
"bucket3$777,:3,:6000",HH,100.0,ENZ,2017-06-20T00:02:06.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_12651_NO
"bucket2$837,:3,:6000",HH,100.0,ENZ,2017-06-20T00:04:02.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_24287_NO
"bucket2$838,:3,:6000",HH,100.0,ENZ,2017-06-20T00:04:18.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_25866_NO
"bucket2$839,:3,:6000",HH,100.0,ENZ,2017-06-20T00:04:33.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_27392_NO
"bucket3$778,:3,:6000",HH,100.0,ENZ,2017-06-20T00:08:21.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_50191_NO
"bucket2$840,:3,:6000",HH,100.0,ENZ,2017-06-20T00:01:10.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_7032_NO
"bucket3$779,:3,:6000",HH,100.0,ENZ,2017-06-20T00:13:37.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170620_81757_NO
"bucket3$780,:3,:6000",HH,100.0,ENZ,2017-06-21T00:02:48.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_16803_NO
"bucket3$781,:3,:6000",HH,100.0,ENZ,2017-06-21T00:03:52.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_23251_NO
"bucket2$841,:3,:6000",HH,100.0,ENZ,2017-06-21T00:04:29.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_26907_NO
"bucket2$842,:3,:6000",HH,100.0,ENZ,2017-06-21T00:08:15.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_49504_NO
"bucket2$843,:3,:6000",HH,100.0,ENZ,2017-06-21T00:09:59.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_59963_NO
"bucket9$405,:3,:6000",HH,100.0,ENZ,2017-06-21T00:10:39.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_63935_NO
"bucket2$844,:3,:6000",HH,100.0,ENZ,2017-06-21T00:01:37.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170621_9705_NO
"bucket2$845,:3,:6000",HH,100.0,ENZ,2017-06-22T00:02:26.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_14693_NO
"bucket9$406,:3,:6000",HH,100.0,ENZ,2017-06-22T00:03:04.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_18438_NO
"bucket2$846,:3,:6000",HH,100.0,ENZ,2017-06-22T00:03:13.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_19370_NO
"bucket2$847,:3,:6000",HH,100.0,ENZ,2017-06-22T00:03:49.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_22937_NO
"bucket3$782,:3,:6000",HH,100.0,ENZ,2017-06-22T00:10:40.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_64002_NO
"bucket2$848,:3,:6000",HH,100.0,ENZ,2017-06-22T00:12:25.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_74578_NO
"bucket2$849,:3,:6000",HH,100.0,ENZ,2017-06-22T00:01:26.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170622_8686_NO
"bucket2$850,:3,:6000",HH,100.0,ENZ,2017-06-23T00:04:35.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_27568_NO
"bucket2$851,:3,:6000",HH,100.0,ENZ,2017-06-23T00:04:37.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_27761_NO
"bucket9$407,:3,:6000",HH,100.0,ENZ,2017-06-23T00:05:09.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_30956_NO
"bucket2$852,:3,:6000",HH,100.0,ENZ,2017-06-23T00:06:14.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_37416_NO
"bucket3$783,:3,:6000",HH,100.0,ENZ,2017-06-23T00:06:54.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_41424_NO
"bucket2$853,:3,:6000",HH,100.0,ENZ,2017-06-23T00:07:49.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_46901_NO
"bucket2$854,:3,:6000",HH,100.0,ENZ,2017-06-23T00:13:12.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170623_79227_NO
"bucket2$855,:3,:6000",HH,100.0,ENZ,2017-06-24T00:04:26.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_26657_NO
"bucket2$856,:3,:6000",HH,100.0,ENZ,2017-06-24T00:06:02.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_36204_NO
"bucket9$408,:3,:6000",HH,100.0,ENZ,2017-06-24T00:00:58.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_5860_NO
"bucket9$409,:3,:6000",HH,100.0,ENZ,2017-06-24T00:12:09.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_72944_NO
"bucket2$857,:3,:6000",HH,100.0,ENZ,2017-06-24T00:12:51.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_77185_NO
"bucket2$858,:3,:6000",HH,100.0,ENZ,2017-06-24T00:13:02.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_78268_NO
"bucket2$859,:3,:6000",HH,100.0,ENZ,2017-06-24T00:13:27.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170624_80747_NO
"bucket3$784,:3,:6000",HH,100.0,ENZ,2017-06-25T00:00:15.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_1547_NO
"bucket3$785,:3,:6000",HH,100.0,ENZ,2017-06-25T00:02:47.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_16707_NO
"bucket2$860,:3,:6000",HH,100.0,ENZ,2017-06-25T00:03:42.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_22220_NO
"bucket3$786,:3,:6000",HH,100.0,ENZ,2017-06-25T00:06:28.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_38846_NO
"bucket2$861,:3,:6000",HH,100.0,ENZ,2017-06-25T00:06:59.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_41929_NO
"bucket2$862,:3,:6000",HH,100.0,ENZ,2017-06-25T00:10:14.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_61494_NO
"bucket3$787,:3,:6000",HH,100.0,ENZ,2017-06-25T00:01:24.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170625_8462_NO
"bucket2$863,:3,:6000",HH,100.0,ENZ,2017-06-26T00:03:14.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_19475_NO
"bucket3$788,:3,:6000",HH,100.0,ENZ,2017-06-26T00:03:14.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_19487_NO
"bucket2$864,:3,:6000",HH,100.0,ENZ,2017-06-26T00:07:11.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_43147_NO
"bucket3$789,:3,:6000",HH,100.0,ENZ,2017-06-26T00:01:01.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_6117_NO
"bucket9$410,:3,:6000",HH,100.0,ENZ,2017-06-26T00:11:56.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_71601_NO
"bucket3$790,:3,:6000",HH,100.0,ENZ,2017-06-26T00:12:51.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_77196_NO
"bucket2$865,:3,:6000",HH,100.0,ENZ,2017-06-26T00:01:28.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170626_8896_NO
"bucket2$866,:3,:6000",HH,100.0,ENZ,2017-06-27T00:05:00.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_30041_NO
"bucket9$411,:3,:6000",HH,100.0,ENZ,2017-06-27T00:05:52.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_35284_NO
"bucket2$867,:3,:6000",HH,100.0,ENZ,2017-06-27T00:06:22.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_38224_NO
"bucket2$868,:3,:6000",HH,100.0,ENZ,2017-06-27T00:06:49.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_40932_NO
"bucket2$869,:3,:6000",HH,100.0,ENZ,2017-06-27T00:06:49.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_40983_NO
"bucket2$870,:3,:6000",HH,100.0,ENZ,2017-06-27T00:00:50.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_5018_NO
"bucket2$871,:3,:6000",HH,100.0,ENZ,2017-06-27T00:01:19.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170627_7905_NO
"bucket2$872,:3,:6000",HH,100.0,ENZ,2017-06-28T00:00:01.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_194_NO
"bucket2$873,:3,:6000",HH,100.0,ENZ,2017-06-28T00:03:15.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_19573_NO
"bucket2$874,:3,:6000",HH,100.0,ENZ,2017-06-28T00:05:18.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_31833_NO
"bucket2$875,:3,:6000",HH,100.0,ENZ,2017-06-28T00:07:32.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_45241_NO
"bucket2$876,:3,:6000",HH,100.0,ENZ,2017-06-28T00:10:47.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_64797_NO
"bucket2$877,:3,:6000",HH,100.0,ENZ,2017-06-28T00:12:19.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_73907_NO
"bucket3$791,:3,:6000",HH,100.0,ENZ,2017-06-28T00:12:36.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170628_75697_NO
"bucket9$412,:3,:6000",HH,100.0,ENZ,2017-06-02T00:01:43.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_10355_NO
"bucket2$878,:3,:6000",HH,100.0,ENZ,2017-06-02T00:04:56.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_29677_NO
"bucket9$413,:3,:6000",HH,100.0,ENZ,2017-06-02T00:05:00.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_30072_NO
"bucket9$414,:3,:6000",HH,100.0,ENZ,2017-06-02T00:11:40.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_70015_NO
"bucket3$792,:3,:6000",HH,100.0,ENZ,2017-06-02T00:11:47.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_70750_NO
"bucket2$879,:3,:6000",HH,100.0,ENZ,2017-06-02T00:12:32.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_75246_NO
"bucket2$880,:3,:6000",HH,100.0,ENZ,2017-06-02T00:13:30.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170602_81006_NO
"bucket2$881,:3,:6000",HH,100.0,ENZ,2017-06-30T00:03:05.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_18550_NO
"bucket2$882,:3,:6000",HH,100.0,ENZ,2017-06-30T00:03:24.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_20477_NO
"bucket2$883,:3,:6000",HH,100.0,ENZ,2017-06-30T00:04:21.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_26140_NO
"bucket3$793,:3,:6000",HH,100.0,ENZ,2017-06-30T00:05:21.000000Z,CHC2,KS,37.777699,127.814499,268.0,dev,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_32112_NO
"bucket2$884,:3,:6000",HH,100.0,ENZ,2017-06-30T00:06:40.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_40047_NO
"bucket2$885,:3,:6000",HH,100.0,ENZ,2017-06-30T00:00:04.000000Z,CHC2,KS,37.777699,127.814499,268.0,train,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_444_NO
"bucket9$415,:3,:6000",HH,100.0,ENZ,2017-06-30T00:01:23.000000Z,CHC2,KS,37.777699,127.814499,268.0,test,_CHC2_HH,6000,KS.CHC2.HH.KS20170630_8333_NO
