index,trace_name,trace_channel,trace_sampling_rate_hz,trace_component_order,trace_start_time,station_code,station_network_code,station_latitude_deg,station_longitude_deg,station_elevation_m,split,trace_chunk,trace_npts,trace_name_original
1246,"bucket3$255,:3,:6000",HH,100.0,ENZ,2016-06-22T03:40:08.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160622_1320864_NO
1247,"bucket8$138,:3,:6000",HH,100.0,ENZ,2016-06-22T15:28:14.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160622_5569431_NO
1248,"bucket0$853,:3,:6000",HH,100.0,ENZ,2016-06-22T18:59:07.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160622_6834758_NO
1249,"bucket0$854,:3,:6000",HH,100.0,ENZ,2016-06-22T20:00:01.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160622_7200116_NO
1250,"bucket8$139,:3,:6000",HH,100.0,ENZ,2016-06-23T06:58:05.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_2508519_NO
1251,"bucket3$256,:3,:6000",HH,100.0,ENZ,2016-06-23T07:37:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_2744924_NO
1252,"bucket8$140,:3,:6000",HH,100.0,ENZ,2016-06-23T08:37:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_3103657_NO
1253,"bucket3$257,:3,:6000",HH,100.0,ENZ,2016-06-22T16:26:52.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160622_5921256_NO
1254,"bucket0$855,:3,:6000",HH,100.0,ENZ,2016-06-23T00:00:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_3869_NO
1255,"bucket8$141,:3,:6000",HH,100.0,ENZ,2016-06-23T09:07:39.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_3285918_NO
1256,"bucket0$856,:3,:6000",HH,100.0,ENZ,2016-06-23T13:00:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_4681669_NO
1257,"bucket0$857,:3,:6000",HH,100.0,ENZ,2016-06-23T22:52:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_8232916_NO
1258,"bucket0$858,:3,:6000",HH,100.0,ENZ,2016-06-23T22:42:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160623_8176323_NO
1259,"bucket0$859,:3,:6000",HH,100.0,ENZ,2016-06-24T03:26:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_1237232_NO
1260,"bucket0$860,:3,:6000",HH,100.0,ENZ,2016-06-24T07:20:20.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_2642035_NO
1261,"bucket0$861,:3,:6000",HH,100.0,ENZ,2016-06-24T04:05:33.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_1473388_NO
1262,"bucket0$862,:3,:6000",HH,100.0,ENZ,2016-06-24T09:56:22.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_3578293_NO
1263,"bucket0$863,:3,:6000",HH,100.0,ENZ,2016-06-24T14:03:08.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_5058890_NO
1264,"bucket0$864,:3,:6000",HH,100.0,ENZ,2016-06-24T19:45:18.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_7111894_NO
1265,"bucket3$258,:3,:6000",HH,100.0,ENZ,2016-06-24T19:11:21.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_6908156_NO
1266,"bucket0$865,:3,:6000",HH,100.0,ENZ,2016-06-24T20:29:46.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160624_7378659_NO
1267,"bucket8$142,:3,:6000",HH,100.0,ENZ,2016-06-25T13:37:33.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_4905358_NO
1268,"bucket0$866,:3,:6000",HH,100.0,ENZ,2016-06-25T20:24:10.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_7345034_NO
1269,"bucket0$867,:3,:6000",HH,100.0,ENZ,2016-06-25T01:00:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_362325_NO
1270,"bucket3$259,:3,:6000",HH,100.0,ENZ,2016-06-25T21:40:01.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_7800183_NO
1271,"bucket0$868,:3,:6000",HH,100.0,ENZ,2016-06-25T23:10:08.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_8340890_NO
1272,"bucket3$260,:3,:6000",HH,100.0,ENZ,2016-06-25T23:30:22.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_8462271_NO
1273,"bucket0$869,:3,:6000",HH,100.0,ENZ,2016-06-25T22:23:13.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_8059353_NO
1274,"bucket0$870,:3,:6000",HH,100.0,ENZ,2016-06-25T23:52:42.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160625_8596263_NO
1275,"bucket8$143,:3,:6000",HH,100.0,ENZ,2016-06-26T05:18:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_1908944_NO
1276,"bucket0$871,:3,:6000",HH,100.0,ENZ,2016-06-26T05:29:17.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_1975781_NO
1277,"bucket3$261,:3,:6000",HH,100.0,ENZ,2016-06-26T01:41:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_607662_NO
1278,"bucket0$872,:3,:6000",HH,100.0,ENZ,2016-06-26T18:00:52.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_6485264_NO
1279,"bucket3$262,:3,:6000",HH,100.0,ENZ,2016-06-26T20:54:01.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_7524149_NO
1280,"bucket0$873,:3,:6000",HH,100.0,ENZ,2016-06-26T22:08:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_7970780_NO
1281,"bucket0$874,:3,:6000",HH,100.0,ENZ,2016-06-26T22:27:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_8085202_NO
1282,"bucket0$875,:3,:6000",HH,100.0,ENZ,2016-06-26T22:55:54.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160626_8255426_NO
1283,"bucket0$876,:3,:6000",HH,100.0,ENZ,2016-06-27T03:01:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_1086943_NO
1284,"bucket0$877,:3,:6000",HH,100.0,ENZ,2016-06-27T03:53:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_1400338_NO
1285,"bucket0$878,:3,:6000",HH,100.0,ENZ,2016-06-27T00:50:49.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_304973_NO
1286,"bucket0$879,:3,:6000",HH,100.0,ENZ,2016-06-27T15:03:46.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_5422636_NO
1287,"bucket0$880,:3,:6000",HH,100.0,ENZ,2016-06-27T16:09:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_5816693_NO
1288,"bucket0$881,:3,:6000",HH,100.0,ENZ,2016-06-27T17:11:56.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_6191686_NO
1289,"bucket3$263,:3,:6000",HH,100.0,ENZ,2016-06-27T17:57:46.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160627_6466695_NO
1290,"bucket8$144,:3,:6000",HH,100.0,ENZ,2016-06-28T07:36:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_2738788_NO
1291,"bucket0$882,:3,:6000",HH,100.0,ENZ,2016-06-28T00:51:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_306339_NO
1292,"bucket0$883,:3,:6000",HH,100.0,ENZ,2016-06-28T00:54:01.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_324131_NO
1293,"bucket0$884,:3,:6000",HH,100.0,ENZ,2016-06-28T10:30:35.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_3783555_NO
1294,"bucket0$885,:3,:6000",HH,100.0,ENZ,2016-06-28T13:52:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_4995697_NO
1295,"bucket3$264,:3,:6000",HH,100.0,ENZ,2016-06-28T15:17:35.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_5505543_NO
1296,"bucket0$886,:3,:6000",HH,100.0,ENZ,2016-06-28T15:32:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_5595813_NO
1297,"bucket0$887,:3,:6000",HH,100.0,ENZ,2016-06-28T21:01:58.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160628_7571816_NO
1298,"bucket8$145,:3,:6000",HH,100.0,ENZ,2016-06-29T05:07:35.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_1845513_NO
1299,"bucket0$888,:3,:6000",HH,100.0,ENZ,2016-06-29T08:42:05.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_3132590_NO
1300,"bucket0$889,:3,:6000",HH,100.0,ENZ,2016-06-29T14:13:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_5120608_NO
1301,"bucket0$890,:3,:6000",HH,100.0,ENZ,2016-06-29T15:06:30.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_5439092_NO
1302,"bucket0$891,:3,:6000",HH,100.0,ENZ,2016-06-29T15:42:42.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_5656206_NO
1303,"bucket3$265,:3,:6000",HH,100.0,ENZ,2016-06-29T01:36:24.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_578459_NO
1304,"bucket3$266,:3,:6000",HH,100.0,ENZ,2016-06-29T19:38:52.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_7073244_NO
1305,"bucket0$892,:3,:6000",HH,100.0,ENZ,2016-06-29T22:45:25.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160629_8192534_NO
1306,"bucket0$893,:3,:6000",HH,100.0,ENZ,2016-06-30T03:01:54.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_1091407_NO
1307,"bucket0$894,:3,:6000",HH,100.0,ENZ,2016-06-30T04:59:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_1799545_NO
1308,"bucket0$895,:3,:6000",HH,100.0,ENZ,2016-06-30T00:32:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_195606_NO
1309,"bucket8$146,:3,:6000",HH,100.0,ENZ,2016-06-30T08:26:59.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_3041998_NO
1310,"bucket0$896,:3,:6000",HH,100.0,ENZ,2016-06-30T01:15:24.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_452430_NO
1311,"bucket0$897,:3,:6000",HH,100.0,ENZ,2016-06-30T12:38:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_4552802_NO
1312,"bucket3$267,:3,:6000",HH,100.0,ENZ,2016-06-30T14:29:19.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_5215985_NO
1313,"bucket3$268,:3,:6000",HH,100.0,ENZ,2016-06-30T15:44:04.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160630_5664447_NO
1314,"bucket8$147,:3,:6000",HH,100.0,ENZ,2016-07-01T08:08:28.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_2930846_NO
1315,"bucket0$898,:3,:6000",HH,100.0,ENZ,2016-07-01T00:50:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_303256_NO
1316,"bucket3$269,:3,:6000",HH,100.0,ENZ,2016-07-01T08:58:19.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_3229962_NO
1317,"bucket3$270,:3,:6000",HH,100.0,ENZ,2016-07-01T09:22:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_3373681_NO
1318,"bucket0$899,:3,:6000",HH,100.0,ENZ,2016-07-01T11:19:10.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_4075035_NO
1319,"bucket3$271,:3,:6000",HH,100.0,ENZ,2016-07-01T12:58:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_4670791_NO
1320,"bucket0$900,:3,:6000",HH,100.0,ENZ,2016-07-01T21:34:07.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_7764768_NO
1321,"bucket0$901,:3,:6000",HH,100.0,ENZ,2016-07-01T02:32:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160701_915110_NO
1322,"bucket0$902,:3,:6000",HH,100.0,ENZ,2016-07-03T03:03:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_1101641_NO
1323,"bucket0$903,:3,:6000",HH,100.0,ENZ,2016-07-03T03:50:33.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_1383379_NO
1324,"bucket0$904,:3,:6000",HH,100.0,ENZ,2016-07-03T00:06:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_39147_NO
1325,"bucket0$905,:3,:6000",HH,100.0,ENZ,2016-07-03T11:30:18.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_4141818_NO
1326,"bucket8$148,:3,:6000",HH,100.0,ENZ,2016-07-03T19:23:44.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_6982415_NO
1327,"bucket3$272,:3,:6000",HH,100.0,ENZ,2016-07-03T21:24:24.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_7706473_NO
1328,"bucket8$149,:3,:6000",HH,100.0,ENZ,2016-07-03T21:32:47.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_7756792_NO
1329,"bucket0$906,:3,:6000",HH,100.0,ENZ,2016-07-03T00:14:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160703_86609_NO
1330,"bucket8$150,:3,:6000",HH,100.0,ENZ,2016-07-04T05:01:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_1811573_NO
1331,"bucket0$907,:3,:6000",HH,100.0,ENZ,2016-07-04T05:46:17.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_2077752_NO
1332,"bucket8$151,:3,:6000",HH,100.0,ENZ,2016-07-04T06:15:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_2253853_NO
1333,"bucket0$908,:3,:6000",HH,100.0,ENZ,2016-07-04T07:04:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_2545203_NO
1334,"bucket3$273,:3,:6000",HH,100.0,ENZ,2016-07-04T07:45:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_2793128_NO
1335,"bucket0$909,:3,:6000",HH,100.0,ENZ,2016-07-04T08:36:59.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_3101993_NO
1336,"bucket0$910,:3,:6000",HH,100.0,ENZ,2016-07-04T10:50:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_3901252_NO
1337,"bucket0$911,:3,:6000",HH,100.0,ENZ,2016-07-04T17:43:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160704_6380672_NO
1338,"bucket3$274,:3,:6000",HH,100.0,ENZ,2016-07-05T07:26:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_2678637_NO
1339,"bucket3$275,:3,:6000",HH,100.0,ENZ,2016-07-05T07:40:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_2761636_NO
1340,"bucket3$276,:3,:6000",HH,100.0,ENZ,2016-07-05T08:53:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_3201665_NO
1341,"bucket0$912,:3,:6000",HH,100.0,ENZ,2016-07-05T10:04:07.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_3624729_NO
1342,"bucket3$277,:3,:6000",HH,100.0,ENZ,2016-07-05T01:20:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_484309_NO
1343,"bucket0$913,:3,:6000",HH,100.0,ENZ,2016-07-05T14:00:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_5041116_NO
1344,"bucket0$914,:3,:6000",HH,100.0,ENZ,2016-07-05T01:26:05.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_516510_NO
1345,"bucket3$278,:3,:6000",HH,100.0,ENZ,2016-07-05T14:29:18.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160705_5215889_NO
1346,"bucket0$915,:3,:6000",HH,100.0,ENZ,2016-07-06T03:19:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_1194344_NO
1347,"bucket0$916,:3,:6000",HH,100.0,ENZ,2016-07-06T07:22:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_2657080_NO
1348,"bucket0$917,:3,:6000",HH,100.0,ENZ,2016-07-06T07:35:49.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_2734981_NO
1349,"bucket8$152,:3,:6000",HH,100.0,ENZ,2016-07-06T12:10:30.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_4383051_NO
1350,"bucket0$918,:3,:6000",HH,100.0,ENZ,2016-07-06T13:11:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_4750311_NO
1351,"bucket3$279,:3,:6000",HH,100.0,ENZ,2016-07-06T17:11:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_6187197_NO
1352,"bucket0$919,:3,:6000",HH,100.0,ENZ,2016-07-06T01:55:41.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_694161_NO
1353,"bucket8$153,:3,:6000",HH,100.0,ENZ,2016-07-06T02:15:54.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160706_815464_NO
1354,"bucket0$920,:3,:6000",HH,100.0,ENZ,2016-07-07T03:47:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_1365211_NO
1355,"bucket0$921,:3,:6000",HH,100.0,ENZ,2016-07-07T05:25:51.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_1955127_NO
1356,"bucket3$280,:3,:6000",HH,100.0,ENZ,2016-07-07T08:45:35.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_3153561_NO
1357,"bucket8$154,:3,:6000",HH,100.0,ENZ,2016-07-07T10:06:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_3638687_NO
1358,"bucket0$922,:3,:6000",HH,100.0,ENZ,2016-07-07T12:58:51.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_4673188_NO
1359,"bucket8$155,:3,:6000",HH,100.0,ENZ,2016-07-07T13:46:59.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_4961980_NO
1360,"bucket0$923,:3,:6000",HH,100.0,ENZ,2016-07-07T19:38:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_7070920_NO
1361,"bucket0$924,:3,:6000",HH,100.0,ENZ,2016-07-07T22:30:00.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160707_8100093_NO
1362,"bucket0$925,:3,:6000",HH,100.0,ENZ,2016-07-08T04:29:24.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_1616444_NO
1363,"bucket0$926,:3,:6000",HH,100.0,ENZ,2016-07-08T05:08:57.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_1853759_NO
1364,"bucket0$927,:3,:6000",HH,100.0,ENZ,2016-07-08T08:22:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_3017544_NO
1365,"bucket3$281,:3,:6000",HH,100.0,ENZ,2016-07-08T00:54:41.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_328160_NO
1366,"bucket0$928,:3,:6000",HH,100.0,ENZ,2016-07-08T10:12:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_3675254_NO
1367,"bucket0$929,:3,:6000",HH,100.0,ENZ,2016-07-08T15:02:56.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_5417697_NO
1368,"bucket0$930,:3,:6000",HH,100.0,ENZ,2016-07-08T23:08:47.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_8332727_NO
1369,"bucket3$282,:3,:6000",HH,100.0,ENZ,2016-07-08T23:38:08.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160708_8508819_NO
1370,"bucket0$931,:3,:6000",HH,100.0,ENZ,2016-07-09T05:50:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160709_2105556_NO
1371,"bucket0$932,:3,:6000",HH,100.0,ENZ,2016-07-09T14:11:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160709_5109219_NO
1372,"bucket0$933,:3,:6000",HH,100.0,ENZ,2016-07-09T16:18:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160709_5870715_NO
1373,"bucket0$934,:3,:6000",HH,100.0,ENZ,2016-07-09T18:50:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160709_6784817_NO
